disease_id,disease_name
MESH:C537533,Seckel syndrome 1
MESH:D057180,Frontotemporal Dementia
MESH:D007948,"Leukemia, Monocytic, Acute"
MESH:D007960,Leukocyte Disorders
MESH:C536965,Tomaculous neuropathy
MESH:D014869,Water Intoxication
MESH:C564685,Spinocerebellar Ataxia 15
MESH:D007969,"Leukomalacia, Periventricular"
MESH:C548028,Inherited Peripheral Neuropathy
MESH:D059348,Peripheral Nerve Injuries
MESH:C537425,Glutamate formiminotransferase deficiency
MESH:C563866,"Cardiomyopathy, Familial Hypertrophic, 8"
MESH:C537393,Neurofibromatosis-Noonan syndrome
MESH:D009855,Onchocerciasis
MESH:D012678,Sensation Disorders
MESH:D016532,Mucopolysaccharidosis II
MESH:C567506,"Cardiomyopathy, Dilated, 1z"
MESH:D014339,"Truncus Arteriosus, Persistent"
MESH:D014985,Xerophthalmia
MESH:D046152,Gastrointestinal Stromal Tumors
MESH:C535516,Hereditary leiomyomatosis and renal cell cancer
MESH:C563822,"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell Negative, B Cell Positive, NK Cell Positive"
MESH:C535978,Congenital adrenal hyperplasia due to 11-Beta-hydroxylase deficiency
MESH:D020211,Autonomic Dysreflexia
MESH:D000208,Acute Disease
MESH:D013132,Spinocerebellar Degenerations
MESH:D009212,Myoglobinuria
MESH:C536479,Urocanase deficiency
MESH:D001237,Asphyxia
MESH:C564522,"Mental Retardation, X-Linked 63"
MESH:C536913,"Thyroid cancer, Hurthle cell"
MESH:C536358,"Anemia, sideroblastic spinocerebellar ataxia"
MESH:D014927,Wolff-Parkinson-White Syndrome
MESH:D004932,Esophageal and Gastric Varices
MESH:D053159,Dysuria
MESH:C536761,X-linked sideroblastic anemia
MESH:C537806,18-Hydroxylase deficiency
MESH:C563362,"Muscular Dystrophy, Limb-Girdle, Type 1C"
MESH:D000380,Agranulocytosis
MESH:D020347,Lithiasis
MESH:C537688,Joubert syndrome 5
MESH:D016114,"Ichthyosis, X-Linked"
MESH:D008479,Mediastinal Neoplasms
MESH:D052919,"Refsum Disease, Infantile"
MESH:D018307,"Neoplasms, Squamous Cell"
MESH:C566856,"Cardiomyopathy, Dilated, 1V"
MESH:D009056,Mouth Abnormalities
MESH:C537698,Juvenile macular degeneration and hypotrichosis
MESH:C536404,"Nephrotic syndrome, idiopathic, steroid-resistant"
MESH:C567833,Optic Atrophy 7
MESH:C565703,"Cataract, Pulverulent, Juvenile-Onset"
MESH:C562405,Pulmonary Alveolar Microlithiasis
MESH:C564331,"Deafness, Autosomal Recessive 37"
MESH:C563709,"Stickler Syndrome, Type I, Nonsyndromic Ocular"
MESH:D009461,Neurologic Manifestations
MESH:D006104,"Granuloma, Plasma Cell"
MESH:C565176,"Corneal Dystrophy, Posterior Polymorphous, 2"
MESH:C564968,"Myosclerosis, Autosomal Recessive"
MESH:C563980,"Fanconi Anemia, Complementation Group D1"
MESH:C567856,"Growth Retardation, Developmental Delay, Coarse Facies, And Early Death"
MESH:D012497,Sandhoff Disease
MESH:C563363,"Cerebellar Ataxia, Cayman Type"
MESH:D052880,Pyomyositis
MESH:C536652,Pentosuria
MESH:D016905,Gram-Negative Bacterial Infections
MESH:D004427,Ear Diseases
MESH:D010262,Paraphilic Disorders
MESH:C566505,Short QT Syndrome 2
MESH:D001768,Blister
MESH:C565334,"Epilepsy, Nocturnal Frontal Lobe, Type 3"
MESH:D008992,Monkey Diseases
MESH:C535707,"Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive"
MESH:C567086,"Erythrocytosis, Familial, 4"
MESH:C538133,Lactate dehydrogenase deficiency type A
MESH:C567672,Bifid Nose With Or Without Anorectal And Renal Anomalies
MESH:C535602,Doyne honeycomb retinal dystrophy
MESH:C536487,"Usher syndrome, type 1D"
MESH:C566236,Sveinsson Chorioretinal Atrophy
MESH:D015812,"Glaucoma, Angle-Closure"
MESH:C563824,"CD8 Deficiency, Familial"
MESH:C580062,Epidermal Nevus
MESH:C567839,Multiple Synostoses Syndrome 3
MESH:C535773,"Mental retardation, X-linked, syndromic 5"
MESH:C566325,Saethre-Chotzen Syndrome with Eyelid Anomalies
MESH:D013736,Testicular Neoplasms
MESH:D000567,Amelogenesis Imperfecta
MESH:C562479,"Macular Degeneration, Age-Related, 2"
MESH:D012608,Scrapie
MESH:D015439,"Leprosy, Borderline"
MESH:D056587,Cryopyrin-Associated Periodic Syndromes
MESH:C536411,Neuraminidase deficiency with beta-galactosidase deficiency
MESH:C536446,Corpus callosum agenesis neuronopathy
MESH:C566984,"Charcot-Marie-Tooth Disease, Type 4j"
MESH:C531854,[OBSOLETE] Lysosomal acid lipase deficiency
MESH:C536489,"Usher syndrome, type 1F"
MESH:D002769,Cholelithiasis
MESH:D009455,Neurofibroma
MESH:D057765,Eosinophilic Esophagitis
MESH:D002764,Cholecystitis
MESH:C536414,Primary hyperoxaluria type 1
MESH:D004714,Endometrial Hyperplasia
MESH:D003616,Dandy-Walker Syndrome
MESH:D020434,Abducens Nerve Diseases
MESH:C562515,Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limb Defects
MESH:C536641,Schwannomatosis
MESH:C536198,Ehlers-Danlos syndrome type 6
MESH:D052476,"Hypobetalipoproteinemia, Familial, Apolipoprotein B"
MESH:C566168,"Cardiomyopathy, Familial Restrictive, 1"
MESH:D018276,"Carcinoma, Medullary"
MESH:C538012,Meier-Gorlin syndrome
MESH:C536508,"Thanatophoric dysplasia, type 2"
MESH:D018241,"Neuroectodermal Tumors, Primitive, Peripheral"
MESH:D000742,"Anemia, Dyserythropoietic, Congenital"
MESH:C566908,Lissencephaly 3
MESH:C535572,Cantu syndrome
MESH:D041761,Cholecystolithiasis
MESH:C562565,Uterine Anomalies
MESH:C564254,Capillary Malformation-Arteriovenous Malformation
MESH:D024801,Tauopathies
MESH:C567481,"Scapuloperoneal Myopathy, X-Linked Dominant"
MESH:C535979,Congenital adrenal hyperplasia due to 21 hydroxylase deficiency
MESH:D054437,Myelodysplastic-Myeloproliferative Diseases
MESH:D054098,"Thrombocytopenia, Neonatal Alloimmune"
MESH:C537079,Bare lymphocyte syndrome 2
MESH:D010510,Periodontal Diseases
MESH:C562719,Tn Syndrome
MESH:C565969,"Neutropenia, Severe Congenital, Autosomal Dominant 1"
MESH:C537943,"Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome"
MESH:C567507,"Cardiomyopathy, Dilated, 1y"
MESH:C537152,"Hypomagnesemia 2, renal"
MESH:C565309,Late-Onset Retinal Degeneration
MESH:D001986,Bronchial Spasm
MESH:D014012,Tinnitus
MESH:C567556,Brugada Syndrome 5
MESH:C564683,Hypermethioninemia
MESH:D002177,Candidiasis
MESH:D003668,Pressure Ulcer
MESH:C536156,Keratomalacia
MESH:C537658,"Basal ganglia disease, biotin-responsive"
MESH:C567479,"Mental Retardation, X-Linked 94"
MESH:D002575,Uterine Cervicitis
MESH:D028922,Holocarboxylase Synthetase Deficiency
MESH:D014591,Uterine Diseases
MESH:C563513,"Sick Sinus Syndrome 2, Autosomal Dominant"
MESH:D005585,Influenza in Birds
MESH:D008178,"Lupus Erythematosus, Cutaneous"
MESH:C562407,Aplasia of Lacrimal and Salivary Glands
MESH:D002285,"Carcinoma, Intraductal, Noninfiltrating"
MESH:D056487,"Chemical and Drug Induced Liver Injury, Chronic"
MESH:C537702,Juvenile polyposis syndrome
MESH:D009222,Myotonia
MESH:D054463,Trichothiodystrophy Syndromes
MESH:D005499,Folliculitis
MESH:C565114,"Failure of Tooth Eruption, Primary"
MESH:C566706,Retinitis Pigmentosa 4
MESH:C563843,Orofacial Cleft 5
MESH:C537501,Strudwick syndrome
MESH:C564334,Acrocapitofemoral Dysplasia
MESH:C537914,"Chondrodysplasia, blomstrand type"
MESH:C538132,Lacrimoauriculodentodigital syndrome
MESH:C564708,Huntington Disease-Like 2
MESH:D018235,Smooth Muscle Tumor
MESH:C564915,"Osteopetrosis, Autosomal Recessive 1"
MESH:C564310,Retinitis Pigmentosa 30
MESH:D009896,Optic Atrophy
MESH:C564969,Minicore Myopathy with External Ophthalmoplegia
MESH:C562692,"Hyperbilirubinemia, Transient Familial Neonatal"
MESH:C563534,Narcolepsy 1
MESH:C563738,Rhabdoid Tumor Predisposition Syndrome 1
MESH:D013617,"Tachycardia, Supraventricular"
MESH:C567765,"Glaucoma 3, Primary Congenital, D"
MESH:D029241,"Optic Atrophy, Autosomal Dominant"
MESH:C563008,Glycogen Storage Disease IXB
MESH:D002532,Intracranial Aneurysm
MESH:C537185,Pierson syndrome
MESH:D053546,"Keratoderma, Palmoplantar, Epidermolytic"
MESH:D057130,Leber Congenital Amaurosis
MESH:C535478,"Corneal dystrophy, Fuchs' endothelial, 1"
MESH:D006009,Glycogen Storage Disease Type II
MESH:D001264,Athetosis
MESH:C563679,"Epilepsy, Nocturnal Frontal Lobe, Type 4"
MESH:C536415,Primary hyperoxaluria type 2
MESH:D013313,"Stress Disorders, Post-Traumatic"
MESH:D016506,"Pemphigus, Benign Familial"
MESH:C565690,Combined Oxidative Phosphorylation Deficiency 4
MESH:D009085,Mucopolysaccharidosis IV
MESH:D007766,Lacrimal Apparatus Diseases
MESH:C537500,Striatonigral degeneration infantile
MESH:C563523,"Neurofibromatosis, Familial Spinal"
MESH:D006972,Hypertelorism
MESH:C563798,Nephropathy with Pretibial Epidermolysis Bullosa and Deafness
MESH:C536962,Timothy syndrome
MESH:C536836,Glutathionuria
MESH:C565319,"Deafness, Autosomal Dominant 25"
MESH:C535421,"Charcot-Marie-Tooth disease, Type 4B2"
MESH:D006941,Hyperesthesia
MESH:C535811,Molybdenum cofactor deficiency
MESH:D006484,Hemorrhoids
MESH:C566471,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 11"
MESH:C563740,"Charcot-Marie-Tooth Disease, Type 4H"
MESH:D004476,Ectodermal Dysplasia
MESH:D058565,Cerebral Ventriculitis
MESH:C567733,"Cardiomyopathy, Dilated, 1CC"
MESH:C565822,"Congenital Cataracts, Facial Dysmorphism, And Neuropathy"
MESH:C566112,Stiff Skin Syndrome
MESH:D017109,"Akathisia, Drug-Induced"
MESH:D030401,Cytochrome-c Oxidase Deficiency
MESH:C535944,"Desmoid disease, hereditary"
MESH:D019967,Schizophrenia Spectrum and Other Psychotic Disorders
MESH:C535325,6-pyruvoyl-tetrahydropterin synthase deficiency
MESH:C564816,"Insulin-Like Growth Factor I, Resistance To"
MESH:C537248,"Hemochromatosis, type 3"
MESH:D007690,Polycystic Kidney Diseases
MESH:D004915,"Leukemia, Erythroblastic, Acute"
MESH:D003251,"Constriction, Pathologic"
MESH:C538329,Inclusion body myopathy autosomal recessive
MESH:D016769,Embolism and Thrombosis
MESH:D057826,Vitelliform Macular Dystrophy
MESH:C535686,"Rippling muscle disease, 1"
MESH:C567803,"Pituitary Hormone Deficiency, Combined, 1"
MESH:D013036,"Spasms, Infantile"
MESH:C567466,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia
MESH:D000744,"Anemia, Hemolytic, Autoimmune"
MESH:D011696,"Purpura, Thrombocytopenic"
MESH:C536534,VATER association
MESH:D011556,Pseudopseudohypoparathyroidism
MESH:D056732,Prolidase Deficiency
MESH:D017496,Hypopigmentation
MESH:D004489,"Edema, Cardiac"
MESH:C565276,"Parkinson Disease 6, Autosomal Recessive Early-Onset"
MESH:C537246,"Hemiplegic migraine, familial type 2"
MESH:D034321,Hyperamylasemia
MESH:D003240,Connective Tissue Diseases
MESH:D006343,Heart Septal Defects
MESH:D016511,Severe Combined Immunodeficiency
MESH:D005645,Fucosidosis
MESH:D044542,LEOPARD Syndrome
MESH:C567461,"Surfactant Metabolism Dysfunction, Pulmonary, 4"
MESH:C535808,Mohr-Tranebjaerg syndrome
MESH:D005155,Facial Nerve Diseases
MESH:C538355,Potocki-Lupski syndrome
MESH:D009381,"Neoplasms, Radiation-Induced"
MESH:D000219,Adams-Stokes Syndrome
MESH:C562799,"Folate Malabsorption, Hereditary"
MESH:D002341,Carotid Artery Thrombosis
MESH:D007046,Hysteria
MESH:D018410,"Pneumonia, Bacterial"
MESH:C565264,"Congenital Disorder Of Glycosylation, Type IIB"
MESH:D020234,Gait Ataxia
MESH:D008065,Lipoid Proteinosis of Urbach and Wiethe
MESH:D017250,Caliciviridae Infections
MESH:C537994,"Charcot-Marie-Tooth disease, Type 2E"
MESH:C537757,Renal hypouricemia
MESH:D018781,Tension-Type Headache
MESH:C564359,Skin Fragility-Woolly Hair Syndrome
MESH:D009008,"Abnormalities, Severe Teratoid"
MESH:C564247,"Microcephaly, Primary Autosomal Recessive, 6"
MESH:D013544,Sweat Gland Neoplasms
MESH:C567123,"Hypothyroidism, Congenital, Nongoitrous, 5"
MESH:D058922,Inflammatory Breast Neoplasms
MESH:D054066,"Leukemia, Large Granular Lymphocytic"
MESH:C537182,Paroxysmal ventricular fibrillation
MESH:C566044,"Cardiomyopathy, Familial Hypertrophic, 9"
MESH:C538336,Nance-Horan syndrome
MESH:D007340,Insulinoma
MESH:D056912,Binge-Eating Disorder
MESH:D013217,Starvation
MESH:D020152,Antithrombin III Deficiency
MESH:C537206,Spinocerebellar Ataxia 29
MESH:D006431,Hemobilia
MESH:C538261,"Atrial fibrillation, familial 1"
MESH:C567277,"Deafness, Autosomal Dominant 3A"
MESH:D006954,Hyperlipoproteinemia Type V
MESH:D011469,Prostatic Diseases
MESH:D010235,Paraganglioma
MESH:C538539,Albinism with hemorrhagic diathesis and pigmented reticuloendothelial cells
MESH:D004696,Endocarditis
MESH:D019082,Smith-Lemli-Opitz Syndrome
MESH:C567529,Major Affective Disorder 7
MESH:C567040,"Congenital Disorder Of Glycosylation, Type IIF"
MESH:D009472,Neuronal Ceroid-Lipofuscinoses
MESH:D008413,Mastitis
MESH:C563410,"Deafness, Autosomal Dominant 5"
MESH:D017889,Exfoliation Syndrome
MESH:D010493,Pericarditis
MESH:D014808,Vitamin D Deficiency
MESH:C567502,Lethal Arthrogryposis With Anterior Horn Cell Disease
MESH:D010282,Parathyroid Neoplasms
MESH:D016738,Alagille Syndrome
MESH:C563435,"Cataract, Congenital Zonular, with Sutural Opacities"
MESH:C537731,[OBSOLETE] Oculocutaneous albinism type 3
MESH:D017699,Pelvic Pain
MESH:D007619,Kartagener Syndrome
MESH:D003635,De Lange Syndrome
MESH:C564599,"Spastic Paraplegia 7, Autosomal Recessive"
MESH:D010392,Pemphigus
MESH:D012030,Refractive Errors
MESH:D009456,Neurofibromatosis 1
MESH:C567307,Complement Component 6 Deficiency
MESH:C563977,"Venous Malformations, Multiple Cutaneous and Mucosal"
MESH:C567684,"Cardiomyopathy, Familial Hypertrophic, 14"
MESH:D013182,"Sprue, Tropical"
MESH:C566196,"Brachydactyly, Type B1"
MESH:C535440,Bietti Crystalline Dystrophy
MESH:D017675,CREST Syndrome
MESH:C563897,"Hypertension, Diastolic, Resistance to"
MESH:C566961,Lethal Congenital Contractural Syndrome 3
MESH:C567815,"Lymphoproliferative Syndrome, Ebv-Associated, Autosomal, 1"
MESH:C565198,Nemaline Myopathy 7
MESH:D054312,Buruli Ulcer
MESH:D003410,Cri-du-Chat Syndrome
MESH:C564577,Glucocorticoid Deficiency 2
MESH:C562618,"Porphyria, Acute Hepatic"
MESH:D023961,"Gonadal Dysgenesis, 46,XX"
MESH:D008202,Lymphangioma
MESH:D020207,"Coma, Post-Head Injury"
MESH:C563757,"Charcot-Marie-Tooth Disease, Axonal, Type 2A2"
MESH:D004066,Digestive System Diseases
MESH:D002481,Cellulitis
MESH:D013796,Thanatophoric Dysplasia
MESH:C536482,Hereditary renal agenesis
MESH:C563730,Epidermolysis Bullosa Simplex with Migratory Circinate Erythema
MESH:D020162,Hyperargininemia
MESH:C000600608,"Ehlers-Danlos Syndrome, musculocontractural type 1"
MESH:C535395,Atelosteogenesis type 2
MESH:C565102,Keratosis Palmoplantaris Striata II
MESH:D020181,"Sleep Apnea, Obstructive"
MESH:C562937,Hypochondroplasia
MESH:C538361,Reticular dysgenesis
MESH:C564538,"Ectodermal Dysplasia, Anhidrotic, with Immunodeficiency, Osteopetrosis, and Lymphedema"
MESH:C535747,Congenital disorder of glycosylation type II
MESH:D002804,Chondroblastoma
MESH:C567739,"Fibrosis of Extraocular Muscles, Congenital, 3B"
MESH:D014262,Tricuspid Valve Insufficiency
MESH:C536561,Trimethylaminuria
MESH:C536141,Megalencephalic leukoencephalopathy with subcortical cysts
MESH:C538659,"[OBSOLETE] Porphyria, South African type"
MESH:C563703,"Drug Metabolism, Poor, CYP2C19-Related"
MESH:C535698,Malignant hyperthermia susceptibility type 5
MESH:D006061,"Gonadal Dysgenesis, 46,XY"
MESH:C563476,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia
MESH:C567516,Temple-Baraitser Syndrome
MESH:D001746,Bladder Exstrophy
MESH:D012415,Rubinstein-Taybi Syndrome
MESH:C563032,[OBSOLETE] Preterm Premature Rupture of the Membranes
MESH:C565814,Leber Congenital Amaurosis 3
MESH:C563627,"Platyspondylic Lethal Skeletal Dysplasia, Torrance Type"
MESH:C563030,Heinz Body Anemias
MESH:D015799,Gyrate Atrophy
MESH:C567145,"Anemia, Sideroblastic, Pyridoxine-Refractory, Autosomal Recessive"
MESH:D009137,"Muscular Dystrophy, Animal"
MESH:D008265,Macrostomia
MESH:C537841,NADH cytochrome B5 reductase deficiency
MESH:D000142,"Acidosis, Respiratory"
MESH:D010661,Phenylketonurias
MESH:D003560,Cysts
MESH:C537205,Spinocerebellar ataxia 28
MESH:C537786,"Aphakia, congenital primary"
MESH:C563278,"Episodic Ataxia, Type 1"
MESH:C563838,"Macular Degeneration, Age-Related, 3"
MESH:D009084,Mucopolysaccharidosis III
MESH:D000648,"Amnesia, Retrograde"
MESH:C562769,Thyroid Dyshormonogenesis 3
MESH:D051302,Paroxysmal Hemicrania
MESH:C567422,Retinitis Pigmentosa 41
MESH:C565184,Cerebrooculofacioskeletal Syndrome 4
MESH:D008258,Waldenstrom Macroglobulinemia
MESH:C564257,"Charcot-Marie-Tooth Disease, Dominant Intermediate C"
MESH:C564269,"Slowed Nerve Conduction Velocity, Autosomal Dominant"
MESH:D060585,Fusariosis
MESH:C566469,"Pigmented Nodular Adrenocortical Disease, Primary, 1"
MESH:C563788,"Corneal Dystrophy, Posterior Polymorphous, 3"
MESH:C536841,Familial encephalopathy with neuroserpin inclusion bodies
MESH:D020920,Dyssomnias
MESH:C536573,Boomerang dysplasia
MESH:D013924,Thrombophlebitis
MESH:C537652,"Bartter syndrome, antenatal type 1"
MESH:C563140,"Mental Retardation, X-Linked 17"
MESH:D018980,Williams Syndrome
MESH:C537991,"Charcot-Marie-Tooth disease, Type 2B2"
MESH:D018979,"Myositis, Inclusion Body"
MESH:C537750,"Oncocytoma, renal"
MESH:D044483,Intestinal Polyposis
MESH:C538350,[OBSOLETE] Nemaline myopathy 3
MESH:C564248,Branchiootic Syndrome 3
MESH:D016603,Eosinophilia-Myalgia Syndrome
MESH:C538380,HHH syndrome
MESH:D054877,Wolf-Hirschhorn Syndrome
MESH:D008538,Meige Syndrome
MESH:D015745,"Granuloma, Foreign-Body"
MESH:D005873,Giardiasis
MESH:C537831,Macrothrombocytopenia progressive deafness
MESH:D011625,Pterygium
MESH:C536835,Glutathione synthetase deficiency
MESH:D054061,Ischemic Contracture
MESH:C564921,"Osteogenesis Imperfecta, Type IX"
MESH:C567499,Amyotrophic Lateral Sclerosis 9
MESH:C548032,Legius syndrome
MESH:C565545,"[OBSOLETE] Glutathione Synthetase Deficiency of Erythrocytes, Hemolytic Anemia due to"
MESH:D009402,"Nephrosis, Lipoid"
MESH:C535506,"Episodic Ataxia, Type 2"
MESH:D055652,Gray Platelet Syndrome
MESH:C565826,"Vohwinkel Syndrome, Variant Form"
MESH:C567737,Thrombophilia Due To Elevated Histidine-Rich Glycoprotein
MESH:C565811,"Generalized Epilepsy With Febrile Seizures Plus, Type 3"
MESH:D006554,"Hernia, Umbilical"
MESH:D009224,Myotonia Congenita
MESH:D018290,[OBSOLETE] Cervical Intraepithelial Neoplasia
MESH:C562805,Glycogen Storage Disease IC
MESH:D017566,Microvascular Angina
MESH:D006312,"Hearing Loss, Bilateral"
MESH:C563311,"Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, NK Cell-Positive"
MESH:C535731,Dysequilibrium syndrome
MESH:C567791,Neurodegeneration Due To Cerebral Folate Transport Deficiency
MESH:C562561,Pyloric Atresia
MESH:D065886,Neurodevelopmental Disorders
MESH:D020821,Dystonic Disorders
MESH:C565784,"Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency"
MESH:C562746,"Macular Dystrophy, Retinal, 2"
MESH:C563660,Holoprosencephaly 7
MESH:D017001,Tooth Demineralization
MESH:D019280,Branchio-Oto-Renal Syndrome
MESH:C538117,Human Herpesvirus 6 encephalitis
MESH:D007569,Jaw Abnormalities
MESH:C567197,Leber Congenital Amaurosis 13
MESH:C537345,Sitosterolemia
MESH:C567520,Elliptocytosis 1
MESH:D000858,Anovulation
MESH:C536884,Kleeblattschaedel syndrome
MESH:C564710,Hypotonia-Cystinuria Syndrome
MESH:D020336,"Paraparesis, Spastic"
MESH:C567228,"Adenylate Kinase Deficiency, Hemolytic Anemia Due To"
MESH:D028227,"Amyloid Neuropathies, Familial"
MESH:C572568,Complement Factor I Deficiency
MESH:D006029,Glycosuria
MESH:C535942,"Corneal dystrophy, Thiel-Behnke type"
MESH:D016706,"Still's Disease, Adult-Onset"
MESH:C565485,"Glycogen Storage Disease 0, Liver"
MESH:C567203,"Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa, And Cataract"
MESH:C567453,Riddle Syndrome
MESH:C563451,"Maturity-Onset Diabetes of the Young, Type 4"
MESH:C536858,"Spastic paraplegia 20, autosomal recessive"
MESH:D003288,Contusions
MESH:C566637,Retinitis Pigmentosa 19
MESH:D054067,Dihydropyrimidine Dehydrogenase Deficiency
MESH:C565935,"Asthma, Nasal Polyps, And Aspirin Intolerance"
MESH:D054079,Vascular Malformations
MESH:D001941,Breast Diseases
MESH:C537704,Juvenile-onset dystonia
MESH:D059265,Visceral Pain
MESH:C563384,"Cardiomyopathy, Dilated, 1E"
MESH:C564276,Tropical Calcific Pancreatitis
MESH:C536601,"Amaurosis congenita of Leber, type 2"
MESH:D020422,Mononeuropathies
MESH:C565948,"Microphthalmia, Syndromic 3"
MESH:C562656,"Hyperphenylalaninemia, BH4-Deficient, B"
MESH:C536294,Joubert syndrome 2
MESH:D007905,Lens Diseases
MESH:C537494,"Stickler syndrome, type 3"
MESH:C567924,Infantile Epileptic-Dyskinetic Encephalopathy
MESH:D018279,"Carcinoma, Signet Ring Cell"
MESH:D011475,Prosthesis Failure
MESH:C565510,"Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type"
MESH:C564743,"Methylmalonic Aciduria and Homocystinuria, CblD Type"
MESH:C564384,"Toenail Dystrophy, Isolated"
MESH:C537407,Bruck syndrome 2
MESH:C565799,"Ectrodactyly, Ectodermal Dysplasia, and Cleft Lip-Palate Syndrome 3"
MESH:D020237,"Alexia, Pure"
MESH:C538208,"[OBSOLETE] Dementia, familial British"
MESH:C562567,Leydig Cell Hypoplasia
MESH:D052878,Urolithiasis
MESH:C531816,Severe combined immunodeficiency due to adenosine deaminase deficiency
MESH:C537777,"Anti-plasmin deficiency, congenital"
MESH:C563984,Atrial Standstill
MESH:C566870,"Tumoral Calcinosis, Hyperphosphatemic, Familial"
MESH:C538053,Adult-onset citrullinemia type 2
MESH:D020230,Serotonin Syndrome
MESH:D003655,Decerebrate State
MESH:D000794,Angiokeratoma
MESH:D011020,"Pneumonia, Pneumocystis"
MESH:D001991,Bronchitis
MESH:C536339,"Porokeratosis, disseminated superficial actinic 1"
MESH:C567515,Long Qt Syndrome 9
MESH:D003130,Combat Disorders
MESH:C535683,Rigid spine syndrome
MESH:C564972,"Myopathy with Lactic Acidosis, Hereditary"
MESH:C537738,Oculopalatoskeletal syndrome
MESH:C563832,"Myasthenic Syndrome, Congenital, Fast-Channel"
MESH:C537149,"Hypogammaglobulinemia and Isolated growth hormone deficiency, X-linked"
MESH:D006981,Hyperthyroxinemia
MESH:D009155,Mutism
MESH:C565046,"Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness"
MESH:C535895,Limb-girdle muscular dystrophy type 2A
MESH:C535833,Pulmonary edema of mountaineers
MESH:D003409,Congenital Hypothyroidism
MESH:D017253,Neurofibromatoses
MESH:C567027,"Deafness, Autosomal Recessive, 24"
MESH:C565759,"Bare Lymphocyte Syndrome, Type I"
MESH:C567159,"Spherocytosis, Type 1"
MESH:D007952,"Leukemia, Plasma Cell"
MESH:D012513,"Sarcoma, Experimental"
MESH:C562429,"Polydactyly, Postaxial"
MESH:D047508,Massive Hepatic Necrosis
MESH:D009976,Orthomyxoviridae Infections
MESH:D031845,Hajdu-Cheney Syndrome
MESH:D014923,Wiskott-Aldrich Syndrome
MESH:C537113,"Leiomyomatosis, esophageal and vulval, with nephropathy"
MESH:D009140,Musculoskeletal Diseases
MESH:C536101,Myopathy with lactic acidosis and sideroblastic anemia
MESH:C536637,Schneckenbecken dysplasia
MESH:D055744,Invasive Pulmonary Aspergillosis
MESH:D039141,"Muscular Dystrophy, Oculopharyngeal"
MESH:C566916,Joubert Syndrome 7
MESH:C537901,Bamforth syndrome
MESH:C537098,Brachyolmia
MESH:D012166,Retinal Hemorrhage
MESH:D006685,Hoarseness
MESH:C567434,"Cataract, Juvenile, With Microcornea And Glucosuria"
MESH:C535854,[OBSOLETE] Heavy Metal Toxicity
MESH:C567469,"Myopathy, Reducing Body, X-Linked, Early-Onset, Severe"
MESH:C536820,"Trichorhinophalangeal Syndrome, Type I"
MESH:C563320,Retinitis Pigmentosa 18
MESH:D018296,Pilomatrixoma
MESH:C565792,"Microcephaly, Primary Autosomal Recessive, 4"
MESH:D004213,Dissociative Disorders
MESH:C566339,"Deafness, Autosomal Recessive 16"
MESH:D002276,Carcinoid Tumor
MESH:D020195,"Epilepsy, Reflex"
MESH:C567936,"Thyroid Hormone Resistance, Generalized, Autosomal Recessive"
MESH:D003639,"Hearing Loss, Sudden"
MESH:D001028,Aortopulmonary Septal Defect
MESH:C567772,Bronchiectasis With Or Without Elevated Sweat Chloride 3
MESH:D012088,Reoviridae Infections
MESH:D006849,Hydrocephalus
MESH:C535483,Freeman-Sheldon syndrome
MESH:C536919,Tietz syndrome
MESH:D001899,Borrelia Infections
MESH:D003108,Colonic Diseases
MESH:D000550,Amblyopia
MESH:C565974,Familial Glucocorticoid Deficiency 1
MESH:D053359,"Ectodermal Dysplasia 3, Anhidrotic"
MESH:D003440,Croup
MESH:C567581,"Thrombophilia, X-Linked, Due To Factor Ix Defect"
MESH:D007009,Hypolipoproteinemias
MESH:C566875,"[OBSOLETE] Mental Retardation, X-Linked, Syndromic 13"
MESH:D007593,Joint Instability
MESH:C536004,Familial apoceruloplasmin deficiency
MESH:D012001,Hyperacusis
MESH:C536275,Fahr's disease
MESH:C563418,"Deafness, Autosomal Recessive 6"
MESH:C567279,"Amelogenesis Imperfecta, Hypomaturation Type, Iia2"
MESH:D012216,Rheumatic Diseases
MESH:D015440,"Leprosy, Lepromatous"
MESH:D005633,Fructose Intolerance
MESH:D003085,Colic
MESH:C567716,"Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities"
MESH:C536890,"Hemiplegic migraine, familial type 1"
MESH:D005414,Flatulence
MESH:C537156,Hypoparathyroidism familial isolated
MESH:C537221,Sacral defect and anterior sacral meningocele
MESH:C566494,"Hyperinsulinemic Hypoglycemia, Familial, 5"
